
Параметры:	Период: 01.04.2016 - 27.08.2017
Отбор:	Направление В списке "Автосервис; АТП; Дуговая сварка.; ЗЧ и РМ; Компрессорное; Металлообработка; Насосное; НГО; Подготовка поверхности; Сварочное;..."
	
Направление	Заказ.Дата.Конец дня	Организация	Канал сбыта	Количество заказов	Сумма Руб.
Сварочное	13.02.2017 23:59:59	PУТЕКТОР	Дилер	2	90 948,40
Сварочное	13.02.2017 23:59:59	PУТЕКТОР	Розница	10	767 108,83
Автосервис	14.02.2017 23:59:59	PУТЕКТОР	Розница	1	33 600,00
Дуговая сварка.	14.02.2017 23:59:59	PУТЕКТОР	Дилер	1	4 528,70
Дуговая сварка.	14.02.2017 23:59:59	PУТЕКТОР	Розница	3	223 388,70
ЗЧ и РМ	14.02.2017 23:59:59	PУТЕКТОР	Дилер	19	361 915,25
ЗЧ и РМ	14.02.2017 23:59:59	PУТЕКТОР	КПК	1	3 000,00
ЗЧ и РМ	14.02.2017 23:59:59	PУТЕКТОР	Розница	43	727 367,64
Компрессорное	14.02.2017 23:59:59	PУТЕКТОР	Дилер	3	82 862,34
Компрессорное	14.02.2017 23:59:59	PУТЕКТОР	Розница	4	182 301,62
Металлообработка	14.02.2017 23:59:59	PУТЕКТОР	Розница	1	1 730 071,26
Насосное	14.02.2017 23:59:59	PУТЕКТОР	Дилер	17	2 438 905,50
Насосное	14.02.2017 23:59:59	PУТЕКТОР	КПК	1	182 970,80
Насосное	14.02.2017 23:59:59	PУТЕКТОР	Розница	10	1 161 045,76
Подготовка поверхности	14.02.2017 23:59:59	PУТЕКТОР	Дилер	2	531 140,12
Сварочное	14.02.2017 23:59:59	PУТЕКТОР	Дилер	4	237 857,47
Сварочное	14.02.2017 23:59:59	PУТЕКТОР	Розница	8	8 682 205,34
Химическое	14.02.2017 23:59:59	PУТЕКТОР	Розница	1	415 522,23
ЗЧ и РМ	14.02.2017 23:59:59	Рутектор	Розница	1	58 061,90
ЗЧ и РМ	15.02.2017 23:59:59	PУТЕКТОР	Дилер	15	883 853,97
ЗЧ и РМ	15.02.2017 23:59:59	PУТЕКТОР	Розница	26	457 095,67
Компрессорное	15.02.2017 23:59:59	PУТЕКТОР	Дилер	1	33 700,00
Компрессорное	15.02.2017 23:59:59	PУТЕКТОР	Розница	7	975 128,52
Насосное	15.02.2017 23:59:59	PУТЕКТОР	Дилер	6	291 240,41
Насосное	15.02.2017 23:59:59	PУТЕКТОР	Розница	9	2 455 484,49
Сварочное	15.02.2017 23:59:59	PУТЕКТОР	Дилер	5	291 639,25
Сварочное	15.02.2017 23:59:59	PУТЕКТОР	Розница	3	209 235,68
Химическое	15.02.2017 23:59:59	PУТЕКТОР	Розница	2	31 633,99
АТП	16.02.2017 23:59:59	PУТЕКТОР	Розница	1	215 449,36
Дуговая сварка.	16.02.2017 23:59:59	PУТЕКТОР	Розница	3	172 530,93
ЗЧ и РМ	16.02.2017 23:59:59	PУТЕКТОР	Дилер	11	735 225,22
ЗЧ и РМ	16.02.2017 23:59:59	PУТЕКТОР	КПК	1	892 726,92
ЗЧ и РМ	16.02.2017 23:59:59	PУТЕКТОР	Розница	20	1 674 108,96
Компрессорное	16.02.2017 23:59:59	PУТЕКТОР	Дилер	5	246 316,11
Компрессорное	16.02.2017 23:59:59	PУТЕКТОР	Розница	12	1 786 217,81
Насосное	16.02.2017 23:59:59	PУТЕКТОР	Дилер	13	607 596,70
Насосное	16.02.2017 23:59:59	PУТЕКТОР	Розница	13	4 525 267,55
Подготовка поверхности	16.02.2017 23:59:59	PУТЕКТОР	Дилер	1	58 902,43
Подготовка поверхности	16.02.2017 23:59:59	PУТЕКТОР	Розница	4	241 200,00
Сварочное	16.02.2017 23:59:59	PУТЕКТОР	Дилер	5	248 236,39
Сварочное	16.02.2017 23:59:59	PУТЕКТОР	Розница	2	127 025,18
Химическое	16.02.2017 23:59:59	PУТЕКТОР	Дилер	1	192 960,00
Химическое	16.02.2017 23:59:59	PУТЕКТОР	КПК	1	402 589,41
Химическое	16.02.2017 23:59:59	PУТЕКТОР	Розница	3	737 880,09
ЗЧ и РМ	17.02.2017 23:59:59	PУТЕКТОР	Дилер	11	481 382,42
ЗЧ и РМ	17.02.2017 23:59:59	PУТЕКТОР	КПК	4	1 641 062,85
ЗЧ и РМ	17.02.2017 23:59:59	PУТЕКТОР	Розница	14	187 766,20
Компрессорное	17.02.2017 23:59:59	PУТЕКТОР	Дилер	1	19 040,00
Компрессорное	17.02.2017 23:59:59	PУТЕКТОР	Розница	3	1 726 239,00
Металлообработка	17.02.2017 23:59:59	PУТЕКТОР	Розница	1	15 500,00
Насосное	17.02.2017 23:59:59	PУТЕКТОР	Дилер	16	1 686 471,30
Насосное	17.02.2017 23:59:59	PУТЕКТОР	КПК	1	98 004,60
Насосное	17.02.2017 23:59:59	PУТЕКТОР	Розница	12	551 243,69
НГО	17.02.2017 23:59:59	PУТЕКТОР	Дилер	1	500 000,00
Подготовка поверхности	17.02.2017 23:59:59	PУТЕКТОР	Розница	3	156 507,74
Сварочное	17.02.2017 23:59:59	PУТЕКТОР	Дилер	2	195 063,26
Сварочное	17.02.2017 23:59:59	PУТЕКТОР	КПК	1	2 184 000,00
Сварочное	17.02.2017 23:59:59	PУТЕКТОР	Розница	5	575 171,13
Химическое	17.02.2017 23:59:59	PУТЕКТОР	Дилер	1	18 499,47
Автосервис	20.02.2017 23:59:59	PУТЕКТОР	Розница	2	7 300,00
АТП	20.02.2017 23:59:59	PУТЕКТОР	Розница	2	293 419,58
Дуговая сварка.	20.02.2017 23:59:59	PУТЕКТОР	Дилер	1	2 617,75
Дуговая сварка.	20.02.2017 23:59:59	PУТЕКТОР	КПК	2	640 616,54
Дуговая сварка.	20.02.2017 23:59:59	PУТЕКТОР	Розница	1	1 146 730,39
ЗЧ и РМ	20.02.2017 23:59:59	PУТЕКТОР	Дилер	12	291 127,35
ЗЧ и РМ	20.02.2017 23:59:59	PУТЕКТОР	КПК	1	411 032,00
ЗЧ и РМ	20.02.2017 23:59:59	PУТЕКТОР	Розница	31	841 352,64
Комплексные поставки	20.02.2017 23:59:59	PУТЕКТОР	КПК	1	150 551,52
Компрессорное	20.02.2017 23:59:59	PУТЕКТОР	Дилер	5	391 743,16
Компрессорное	20.02.2017 23:59:59	PУТЕКТОР	Розница	7	712 082,41
Металлообработка	20.02.2017 23:59:59	PУТЕКТОР	Розница	1	114 910,75
Насосное	20.02.2017 23:59:59	PУТЕКТОР	Дилер	9	305 472,11
Насосное	20.02.2017 23:59:59	PУТЕКТОР	Розница	18	2 493 850,04
НГО	20.02.2017 23:59:59	PУТЕКТОР	КПК	1	972 096,46
Подготовка поверхности	20.02.2017 23:59:59	PУТЕКТОР	Дилер	2	179 860,69
Подготовка поверхности	20.02.2017 23:59:59	PУТЕКТОР	Розница	3	240 497,00
Сварочное	20.02.2017 23:59:59	PУТЕКТОР	Дилер	4	82 022,64
Сварочное	20.02.2017 23:59:59	PУТЕКТОР	Розница	4	865 070,24
Химическое	20.02.2017 23:59:59	PУТЕКТОР	Дилер	1	48 483,73
Химическое	20.02.2017 23:59:59	PУТЕКТОР	Розница	4	764 711,40
Дуговая сварка.	21.02.2017 23:59:59	PУТЕКТОР	Дилер	1	37 722,19
Дуговая сварка.	21.02.2017 23:59:59	PУТЕКТОР	Розница	2	18 922,85
ЗЧ и РМ	21.02.2017 23:59:59	PУТЕКТОР	Дилер	10	240 804,10
ЗЧ и РМ	21.02.2017 23:59:59	PУТЕКТОР	Розница	25	241 009,36
Компрессорное	21.02.2017 23:59:59	PУТЕКТОР	Дилер	4	314 340,00
Компрессорное	21.02.2017 23:59:59	PУТЕКТОР	Розница	6	483 707,69
Насосное	21.02.2017 23:59:59	PУТЕКТОР	Дилер	11	706 498,24
Насосное	21.02.2017 23:59:59	PУТЕКТОР	Розница	10	468 095,00
Подготовка поверхности	21.02.2017 23:59:59	PУТЕКТОР	Розница	5	69 333,72
Сварочное	21.02.2017 23:59:59	PУТЕКТОР	Дилер	5	292 739,67
Сварочное	21.02.2017 23:59:59	PУТЕКТОР	КПК	1	257 191,04
Сварочное	21.02.2017 23:59:59	PУТЕКТОР	Розница	1	15 795,00
Химическое	21.02.2017 23:59:59	PУТЕКТОР	Розница	4	187 095,75
ЗЧ и РМ	21.02.2017 23:59:59	Рутектор	Розница	2	736 984,91
Подготовка поверхности	21.02.2017 23:59:59	Рутектор	Розница	1	410 000,00
Автосервис	22.02.2017 23:59:59	PУТЕКТОР	Розница	2	33 324,00
АТП	22.02.2017 23:59:59	PУТЕКТОР	Розница	1	51 426,58
Дуговая сварка.	22.02.2017 23:59:59	PУТЕКТОР	Розница	1	49 045,13
ЗЧ и РМ	22.02.2017 23:59:59	PУТЕКТОР	Дилер	7	73 814,43
ЗЧ и РМ	22.02.2017 23:59:59	PУТЕКТОР	КПК	1	1 344,00
ЗЧ и РМ	22.02.2017 23:59:59	PУТЕКТОР	Розница	16	173 766,13
Комплексные поставки	22.02.2017 23:59:59	PУТЕКТОР	КПК	1	99 272,00
Компрессорное	22.02.2017 23:59:59	PУТЕКТОР	Розница	2	766 800,00
Насосное	22.02.2017 23:59:59	PУТЕКТОР	Дилер	10	648 521,60
Насосное	22.02.2017 23:59:59	PУТЕКТОР	КПК	1	11 664,00
Насосное	22.02.2017 23:59:59	PУТЕКТОР	Розница	10	678 936,06
Подготовка поверхности	22.02.2017 23:59:59	PУТЕКТОР	Розница	3	46 951,40
Сварочное	22.02.2017 23:59:59	PУТЕКТОР	Дилер	1	7 100,24
Сварочное	22.02.2017 23:59:59	PУТЕКТОР	Розница	4	457 738,01
Химическое	22.02.2017 23:59:59	PУТЕКТОР	Розница	4	228 959,91
Дуговая сварка.	27.02.2017 23:59:59	PУТЕКТОР	Дилер	1	3 808,57
Дуговая сварка.	27.02.2017 23:59:59	PУТЕКТОР	Розница	1	9 072,00
ЗЧ и РМ	27.02.2017 23:59:59	PУТЕКТОР	Дилер	14	150 055,44
ЗЧ и РМ	27.02.2017 23:59:59	PУТЕКТОР	КПК	3	58 045,31
ЗЧ и РМ	27.02.2017 23:59:59	PУТЕКТОР	Розница	18	303 068,27
Компрессорное	27.02.2017 23:59:59	PУТЕКТОР	Дилер	6	190 781,45
Компрессорное	27.02.2017 23:59:59	PУТЕКТОР	Розница	8	688 867,17
Насосное	27.02.2017 23:59:59	PУТЕКТОР	Дилер	16	1 658 900,55
Насосное	27.02.2017 23:59:59	PУТЕКТОР	Розница	8	483 973,74
Подготовка поверхности	27.02.2017 23:59:59	PУТЕКТОР	Дилер	1	2 380,35
Подготовка поверхности	27.02.2017 23:59:59	PУТЕКТОР	Розница	5	2 459 064,32
Сварочное	27.02.2017 23:59:59	PУТЕКТОР	Дилер	2	516 212,44
Сварочное	27.02.2017 23:59:59	PУТЕКТОР	Розница	8	511 882,97
Химическое	27.02.2017 23:59:59	PУТЕКТОР	Розница	3	210 755,09
Автосервис	28.02.2017 23:59:59	PУТЕКТОР	Розница	1	13 800,00
Дуговая сварка.	28.02.2017 23:59:59	PУТЕКТОР	Розница	3	392 839,37
ЗЧ и РМ	28.02.2017 23:59:59	PУТЕКТОР	Дилер	12	440 153,81
ЗЧ и РМ	28.02.2017 23:59:59	PУТЕКТОР	Розница	23	411 380,34
Компрессорное	28.02.2017 23:59:59	PУТЕКТОР	Дилер	3	859 398,91
Компрессорное	28.02.2017 23:59:59	PУТЕКТОР	Розница	7	973 305,11
Насосное	28.02.2017 23:59:59	PУТЕКТОР	Дилер	12	1 129 550,28
Насосное	28.02.2017 23:59:59	PУТЕКТОР	Розница	9	668 634,17
Подготовка поверхности	28.02.2017 23:59:59	PУТЕКТОР	Дилер	1	238,90
Подготовка поверхности	28.02.2017 23:59:59	PУТЕКТОР	Розница	8	372 112,61
Сварочное	28.02.2017 23:59:59	PУТЕКТОР	Дилер	4	840 742,38
Сварочное	28.02.2017 23:59:59	PУТЕКТОР	Розница	5	165 929,26
Химическое	28.02.2017 23:59:59	PУТЕКТОР	Розница	2	137 644,25
Автосервис	01.03.2017 23:59:59	PУТЕКТОР	Розница	1	54 300,00
Дуговая сварка.	01.03.2017 23:59:59	PУТЕКТОР	Розница	1	31 718,00
ЗЧ и РМ	01.03.2017 23:59:59	PУТЕКТОР	Дилер	17	189 941,07
ЗЧ и РМ	01.03.2017 23:59:59	PУТЕКТОР	КПК	3	875 993,07
ЗЧ и РМ	01.03.2017 23:59:59	PУТЕКТОР	Розница	43	4 962 855,11
Компрессорное	01.03.2017 23:59:59	PУТЕКТОР	Дилер	1	52 100,00
Компрессорное	01.03.2017 23:59:59	PУТЕКТОР	Розница	7	1 207 998,43
Металлообработка	01.03.2017 23:59:59	PУТЕКТОР	Розница	2	765 844,67
Насосное	01.03.2017 23:59:59	PУТЕКТОР	Дилер	13	352 726,27
Насосное	01.03.2017 23:59:59	PУТЕКТОР	Розница	15	1 869 851,48
Подготовка поверхности	01.03.2017 23:59:59	PУТЕКТОР	Дилер	3	63 322,96
Подготовка поверхности	01.03.2017 23:59:59	PУТЕКТОР	Розница	3	198 698,76
Сварочное	01.03.2017 23:59:59	PУТЕКТОР	Розница	4	1 056 222,73
Химическое	01.03.2017 23:59:59	PУТЕКТОР	Розница	3	521 473,58
Дуговая сварка.	02.03.2017 23:59:59	PУТЕКТОР	Розница	1	10 394,00
ЗЧ и РМ	02.03.2017 23:59:59	PУТЕКТОР	Дилер	17	151 286,89
ЗЧ и РМ	02.03.2017 23:59:59	PУТЕКТОР	Розница	21	413 706,39
Компрессорное	02.03.2017 23:59:59	PУТЕКТОР	Дилер	1	1 411 335,81
Компрессорное	02.03.2017 23:59:59	PУТЕКТОР	Розница	5	5 728 289,07
Насосное	02.03.2017 23:59:59	PУТЕКТОР	Дилер	7	255 667,70
Насосное	02.03.2017 23:59:59	PУТЕКТОР	Розница	10	571 155,81
Подготовка поверхности	02.03.2017 23:59:59	PУТЕКТОР	Розница	6	567 584,87
Сварочное	02.03.2017 23:59:59	PУТЕКТОР	Дилер	3	72 404,97
Сварочное	02.03.2017 23:59:59	PУТЕКТОР	Розница	8	766 625,54
Химическое	02.03.2017 23:59:59	PУТЕКТОР	Дилер	2	172 746,94
Автосервис	03.03.2017 23:59:59	PУТЕКТОР	Розница	1	112 000,00
Дуговая сварка.	03.03.2017 23:59:59	PУТЕКТОР	Розница	6	365 030,99
ЗЧ и РМ	03.03.2017 23:59:59	PУТЕКТОР	Дилер	11	206 453,12
ЗЧ и РМ	03.03.2017 23:59:59	PУТЕКТОР	КПК	1	73 816,39
ЗЧ и РМ	03.03.2017 23:59:59	PУТЕКТОР	Розница	31	685 776,99
Компрессорное	03.03.2017 23:59:59	PУТЕКТОР	Дилер	1	8 108,31
Компрессорное	03.03.2017 23:59:59	PУТЕКТОР	Розница	7	560 809,39
Насосное	03.03.2017 23:59:59	PУТЕКТОР	Дилер	6	1 631 734,05
Насосное	03.03.2017 23:59:59	PУТЕКТОР	Розница	13	1 674 896,01
НГО	03.03.2017 23:59:59	PУТЕКТОР	КПК	1	671 840,00
Подготовка поверхности	03.03.2017 23:59:59	PУТЕКТОР	Дилер	1	35 000,00
Подготовка поверхности	03.03.2017 23:59:59	PУТЕКТОР	Розница	3	14 400,01
Сварочное	03.03.2017 23:59:59	PУТЕКТОР	Дилер	5	473 554,43
Сварочное	03.03.2017 23:59:59	PУТЕКТОР	Розница	4	425 436,21
Химическое	03.03.2017 23:59:59	PУТЕКТОР	Дилер	1	123 771,69
Химическое	03.03.2017 23:59:59	PУТЕКТОР	КПК	1	312 614,71
Химическое	03.03.2017 23:59:59	PУТЕКТОР	Розница	2	159 234,75
ЗЧ и РМ	03.03.2017 23:59:59	Рутектор	Розница	1	46 755,04
Автосервис	06.03.2017 23:59:59	PУТЕКТОР	Розница	1	17 366,00
ЗЧ и РМ	06.03.2017 23:59:59	PУТЕКТОР	Дилер	8	61 965,05
ЗЧ и РМ	06.03.2017 23:59:59	PУТЕКТОР	КПК	3	699 516,74
ЗЧ и РМ	06.03.2017 23:59:59	PУТЕКТОР	Розница	36	688 493,92
Компрессорное	06.03.2017 23:59:59	PУТЕКТОР	Дилер	4	117 401,26
Компрессорное	06.03.2017 23:59:59	PУТЕКТОР	КПК	1	126 700,00
Компрессорное	06.03.2017 23:59:59	PУТЕКТОР	Розница	8	1 700 698,83
Насосное	06.03.2017 23:59:59	PУТЕКТОР	Дилер	6	720 441,74
Насосное	06.03.2017 23:59:59	PУТЕКТОР	Розница	10	2 645 980,92
Подготовка поверхности	06.03.2017 23:59:59	PУТЕКТОР	Дилер	2	184 380,00
Подготовка поверхности	06.03.2017 23:59:59	PУТЕКТОР	Розница	4	551 246,24
Сварочное	06.03.2017 23:59:59	PУТЕКТОР	Дилер	8	487 367,26
Сварочное	06.03.2017 23:59:59	PУТЕКТОР	Розница	4	263 424,68
Химическое	06.03.2017 23:59:59	PУТЕКТОР	Розница	1	137 420,75
ЗЧ и РМ	06.03.2017 23:59:59	Рутектор	Розница	3	1 539 275,08
Сварочное	06.03.2017 23:59:59	Рутектор	Розница	1	377,00
АТП	07.03.2017 23:59:59	PУТЕКТОР	Розница	1	7 669,00
Дуговая сварка.	07.03.2017 23:59:59	PУТЕКТОР	КПК	1	2 486 614,17
Дуговая сварка.	07.03.2017 23:59:59	PУТЕКТОР	Розница	1	32 309,90
ЗЧ и РМ	07.03.2017 23:59:59	PУТЕКТОР	Дилер	10	87 439,63
ЗЧ и РМ	07.03.2017 23:59:59	PУТЕКТОР	Розница	14	58 792,95
